gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comparison,direction
Opcml,2.5934750116992617e-40,2.553265552625926,0.381,0.066,4.946534889814002e-36,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Spata13,1.0440548495315785e-56,2.551413056366019,0.564,0.132,1.99132581451158e-52,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rapgef5,4.455702929632884e-20,2.542212061538236,0.165,0.018,8.4983621976888e-16,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nacad,1.766900687081047e-26,2.540915480473322,0.244,0.036,3.370009680469681e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Clec2l,7.296008725425368e-11,2.526957235161521,0.108,0.02,1.3915677442003803e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
AW551984,1.0625454526706861e-19,2.5243689149166473,0.181,0.027,2.0265929418787996e-15,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lhfpl3,2.239798714370013e-100,2.5236775302014394,0.817,0.182,4.271968087917926e-96,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Grb14,7.600725076730762e-29,2.519401265067618,0.316,0.07,1.4496862938848582e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Gas7,1.9864096551338416e-26,2.518815577222388,0.406,0.142,3.788679135236776e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Shisa7,1.1069501960110137e-31,2.5086969194011965,0.278,0.038,2.1112861088518066e-27,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Prkar2b,1.1828003206329747e-30,2.508243368959433,0.298,0.052,2.2559550515432727e-26,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fam163a,2.127250380473345e-22,2.499415966998301,0.187,0.022,4.057304650676811e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sprn,2.375276219385232e-18,2.4991330158272045,0.176,0.028,4.530364333233453e-14,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb2,1.8902866600317618e-29,2.4804129737706884,0.291,0.05,3.605343746678579e-25,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Prag1,1.4990811470571223e-36,2.4673992368713162,0.361,0.069,2.8591974717820493e-32,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Socs2,4.6052879863286286e-10,2.466899201916416,0.106,0.021,8.783665776324593e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cacnb4,1.7617529111458257e-24,2.4607469404031765,0.235,0.038,3.3601913274284336e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb18,1.2312298761919176e-33,2.4566527123659667,0.323,0.056,2.3483247428608445e-29,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rasgef1c,2.508122375370501e-34,2.4490276761123146,0.348,0.066,4.783741806544157e-30,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tmem151b,2.736852398290964e-14,2.4467824977758426,0.129,0.018,5.219998579260355e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ago4,1.2823083929678986e-9,2.4456488565873045,0.108,0.024,2.4457467979076728e-5,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Syndig1,1.034863675954456e-18,2.443318968617878,0.181,0.029,1.9737954891479342e-14,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb17,3.145862143055962e-28,2.44279090423115,0.28,0.049,6.0001028654506365e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mmp17,5.576733064544766e-16,2.4418334883710657,0.212,0.058,1.0636502974006233e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb21,1.0952069122988145e-31,2.4418175346191373,0.293,0.045,2.088888143827529e-27,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Hapln4,1.4436317903494893e-15,2.4312127257430425,0.142,0.021,2.753438913733581e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mmp2,3.026094333411294e-22,2.4301654606509424,0.287,0.076,5.7716697221153605e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cemip2,3.520742333890154e-42,2.427452171244596,0.424,0.087,6.715111853428692e-38,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Casp4,1.5878645499711613e-27,2.4272255089892845,0.287,0.055,3.028534056159996e-23,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nav3,1.311497755299392e-52,2.4240152242660793,0.503,0.094,2.5014196686825304e-48,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nkd1,1.3325903756437008e-14,2.420083861647698,0.187,0.048,2.5416496234652306e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sinhcaf,3.0001311691770766e-14,2.41511056639856,0.129,0.018,5.722150178971438e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sox4,2.2737497097670533e-68,2.4139235201348295,0.736,0.257,4.336722821438701e-64,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tshz3,4.062648191330575e-29,2.4090085408622866,0.323,0.073,7.748688895324806e-25,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cited1,3.748369692437322e-23,2.4063528260901346,0.284,0.07,7.149265514385704e-19,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ppip5k2,6.838736046565809e-26,2.3816959728447067,0.275,0.055,1.3043521261614967e-21,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cacna1c,3.4772321411938686e-38,2.3812914671569616,0.372,0.065,6.632124862899065e-34,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pdgfra,3.1283663079238913e-70,2.3809278855107956,0.67,0.163,5.966733059103238e-66,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cntnap5b,9.500539705281078e-17,2.379370344158601,0.165,0.028,1.81203793798826e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cnksr2,5.099782890619106e-13,2.379153131359736,0.126,0.021,9.72681590727782e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Plppr3,9.533133971280399e-17,2.363960221365053,0.185,0.038,1.8182546423423106e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nrep,2.2356319404820584e-36,2.363600747757093,0.402,0.094,4.26402080008143e-32,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Bend4,3.5857367967162887e-12,2.3622732706434157,0.108,0.015,6.839075792376978e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Kdr,1.3117507619830102e-17,2.358981876690856,0.174,0.029,2.5019022283301954e-13,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mn1,1.6894899209017372e-24,2.358745708234609,0.237,0.039,3.222364126135883e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Hap1,6.155348313746991e-24,2.355868653206493,0.266,0.056,1.1740095838809636e-19,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb16,2.5810494719469814e-23,2.3557835960533335,0.217,0.032,4.922835657844478e-19,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nsg2,1.930868895063867e-61,2.355109061628169,0.573,0.118,3.682746243555313e-57,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nid1,1.0536698425342548e-22,2.3537174938440386,0.289,0.077,2.0096644906655843e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mex3b,5.861915895647069e-28,2.349786155851315,0.282,0.05,1.1180432187767655e-23,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Spry1,2.1927367655762247e-64,2.34782213075782,0.688,0.213,4.1822068329835334e-60,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Il1rap,4.568377840364472e-81,2.347163654825064,0.788,0.268,8.713267054927158e-77,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Erc2,1.3143112728967248e-32,2.3421045630341584,0.332,0.063,2.506785890795923e-28,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Plp1,5.158344403608074e-42,2.3380491629851785,0.646,0.285,9.83851028100168e-38,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ica1,1.3013635450693957e-12,2.3344299003871547,0.138,0.028,2.4820906895108586e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Srcin1,4.07957566994139e-27,2.32627630130492,0.271,0.048,7.780974675279213e-23,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Add2,2.0644364942534552e-32,2.3210537992653872,0.296,0.043,3.937499725489615e-28,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Neto1,3.3078235138631102e-28,2.317611040623171,0.3,0.06,6.30901178799111e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Elmo1,6.028165555050393e-18,2.3133398494059296,0.196,0.039,1.1497520163147614e-13,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sema6c,2.572842976475014e-14,2.3132049081825152,0.178,0.045,4.907183409030794e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fgl2,3.857592453638196e-12,2.3117777735812175,0.235,0.087,7.357586086824132e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ntng1,1.813312422730695e-8,2.308138094426888,0.142,0.049,3.458530783874255e-4,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Clic5,1.0455494024956254e-19,2.3031296514063904,0.185,0.028,1.9941763753799062e-15,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Kcnq5,4.843038877053249e-9,2.30222210371385,0.102,0.022,9.237128050203661e-5,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Vat1l,1.6544085129412246e-31,2.296988153774871,0.352,0.077,3.1554533567327975e-27,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Map1b,2.1233718180664437e-69,2.2942497083078415,0.661,0.161,4.049907068598128e-65,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Grik3,2.2265214798224596e-32,2.294032171690556,0.363,0.08,4.246644418465377e-28,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb22,3.489086445377409e-30,2.289707270226761,0.316,0.062,6.654734577268332e-26,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Asic1,1.4409948050339737e-21,2.2887340818836446,0.203,0.031,2.7484093916412982e-17,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Brinp1,1.9036558374143218e-38,2.279960862704688,0.393,0.08,3.630842778700336e-34,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ugt8a,4.220939382573071e-34,2.2793494368894054,0.377,0.081,8.050597684381618e-30,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nckap5l,6.400922781694599e-11,2.2768876467045414,0.153,0.043,1.2208480021526109e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Prr5l,4.066616728637415e-45,2.2766770000763463,0.472,0.105,7.756258086530142e-41,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Myo1b,2.256441026411851e-22,2.271918688118089,0.203,0.029,4.3037099696753234e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mfap2,8.124616158060259e-45,2.266877636479673,0.49,0.119,1.5496080398268331e-40,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Dcx,6.989149417139519e-25,2.2665319924151226,0.23,0.034,1.3330404683310205e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Shc4,3.7899128097007566e-28,2.2650868394572763,0.332,0.08,7.228500701942253e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sh3gl2,1.8570963979759757e-28,2.2626188130715934,0.264,0.041,3.5420399598595785e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Dscam,8.571543461071232e-33,2.258403712727884,0.33,0.062,1.634850484330116e-28,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Bok,1.3563641063744565e-13,2.255787094749209,0.14,0.025,2.586993260088001e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Nt5e,5.951565740756212e-43,2.2541545540629455,0.429,0.081,1.1351421337344323e-38,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Slc29a4,6.647229580968743e-18,2.2513878650072483,0.185,0.034,1.2678260979781683e-13,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fbxo32,1.2608589039679027e-12,2.249983233236303,0.138,0.028,2.404836187537981e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Grik4,1.4362250502521878e-31,2.24841719078636,0.33,0.065,2.7393120383459976e-27,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Zfp503,4.0135870948876705e-15,2.2466675037147024,0.151,0.027,7.655114666079253e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Chrna4,5.2133132612827136e-14,2.244328271485035,0.153,0.031,9.94335238324452e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Col6a1,2.1973574214396247e-22,2.2442816970459223,0.375,0.139,4.1910198099117966e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tmem132d,4.440457477873113e-16,2.244190926093504,0.199,0.048,8.469284547547388e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb9,2.3991257628323426e-13,2.2400046844954353,0.149,0.031,4.575852567450127e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ypel1,3.891232223276384e-15,2.238258516330202,0.174,0.038,7.421747219455048e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Abcg2,9.529766934132324e-27,2.2353737439182986,0.289,0.059,1.8176124473470583e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sema3d,6.057453273848825e-39,2.232981952473342,0.397,0.076,1.1553380629211863e-34,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lama4,8.175698577876198e-49,2.2289606114700518,0.515,0.119,1.5593509897583273e-44,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tafa2,6.903888936821057e-49,2.228766878306061,0.463,0.083,1.31677873691988e-44,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Kcnh2,7.1886683822822115e-12,2.221177539730065,0.135,0.029,1.3710947205526861e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Shf,9.17094755599933e-27,2.2168236478724985,0.291,0.06,1.7491748273557523e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rab3b,1.820316188652735e-27,2.2145203167460474,0.289,0.055,3.4718890666173616e-23,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
C1qtnf6,1.1246652275413664e-47,2.2128919081326264,0.494,0.111,2.1450739884896483e-43,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Myt1,7.962841658347579e-21,2.2096469249127506,0.246,0.055,1.5187527894966336e-16,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Epb41l3,9.41398194039414e-35,2.209292195712876,0.363,0.073,1.7955287754913744e-30,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cacna1e,5.016957521395531e-13,2.2072470999932827,0.147,0.031,9.568843080557696e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ppic,1.6889161971413464e-47,2.2070294515213806,0.494,0.111,3.22126986280769e-43,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcolce2,1.1404892286083257e-13,2.2066825565570993,0.133,0.022,2.1752551057246596e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ier3,1.1348466256463745e-37,2.204976933442468,0.535,0.18,2.1644929690953302e-33,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cfap100,2.6929325451523306e-25,2.2010828733899874,0.345,0.1,5.13623024336904e-21,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
C1ql1,4.5837253292388825e-36,2.19822487716716,0.451,0.13,8.74253932045732e-32,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lrrtm3,1.7411982214903823e-24,2.196469935339306,0.273,0.058,3.320987367848606e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Jph4,1.6591338749139336e-26,2.1930928208509806,0.257,0.042,3.1644660396233457e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Col4a1,3.9125321338538165e-25,2.192072127277499,0.474,0.201,7.462372538899384e-21,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb20,2.543999426476566e-28,2.1915046733155794,0.314,0.066,4.852170106118755e-24,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Angpt2,7.33300196295199e-12,2.1890912064132735,0.16,0.043,1.3986234643938333e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Casp2,3.8633221832584776e-11,2.189077472102332,0.135,0.032,7.368514400128894e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Amz1,2.154480483636469e-24,2.188496748937886,0.293,0.07,4.109240626439837e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sptb,7.774730070042074e-14,2.186714934784235,0.147,0.028,1.4828742662591248e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Col6a2,4.369122585488251e-18,2.185596935822563,0.298,0.102,8.33322750730174e-14,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cacna1h,2.2575553750191118e-26,2.1843626768543,0.287,0.058,4.305835366773952e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ltbp4,5.700401903204454e-25,2.1824468222877327,0.275,0.058,1.0872376549981855e-20,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fam83d,1.9900024770520593e-10,2.1780931963556203,0.106,0.02,3.7955317244813928e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Bbc3,7.62756987981154e-22,2.176056511145122,0.257,0.058,1.454806403176455e-17,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tnfsf9,1.6262792810416322e-16,2.172433759138042,0.205,0.05,3.1018024727307053e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rab27b,2.5803601596952835e-13,2.165405323991573,0.205,0.065,4.921520932586815e-9,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fam131b,5.2087459246232935e-17,2.1628648650516524,0.205,0.048,9.934641102034007e-13,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tbc1d8,6.787184041175712e-11,2.1606173266510793,0.117,0.024,1.2945196121734434e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Vcan,1.1184343469060987e-42,2.1584517087542716,0.587,0.216,2.133189829854002e-38,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ahr,7.314654155948453e-6,2.1575509106869317,0.138,0.062,0.13951239871640483,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dpp6,1.7589159243825275e-14,2.1538105288015164,0.185,0.046,3.3547803425747946e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tub,7.545454524755431e-35,2.151672724162743,0.445,0.123,1.4391445415066034e-30,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Klhl13,1.7339000415205164e-46,2.1509294036134037,0.537,0.151,3.307067549192081e-42,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb6,2.387451442392784e-11,2.150654492241275,0.106,0.017,4.553586136075757e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Enc1,6.375961732954759e-42,2.150209120275706,0.542,0.168,1.2160871813264611e-37,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
B3galnt1,1.0411502001257468e-16,2.144332160074913,0.187,0.039,1.985785776699837e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Afap1l1,1.4635099104342256e-10,2.1427855327072804,0.104,0.018,2.7913524521711985e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pdxp,2.9513957916387657e-18,2.140630702831353,0.223,0.053,5.629197193392618e-14,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Adam23,1.422750406800754e-30,2.1355915519922197,0.465,0.163,2.713611850891078e-26,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sdc1,5.451908161063756e-20,2.135476633505388,0.26,0.067,1.0398424435596902e-15,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Vxn,1.780852608679259e-52,2.1349931313430095,0.587,0.161,3.3966201805339504e-48,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Itm2a,2.016086793293074e-29,2.1327012982047697,0.327,0.074,3.84528234084788e-25,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pmaip1,8.31287244093014e-21,2.131624557754716,0.223,0.043,1.5855141606586056e-16,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mthfr,7.427641893199665e-12,2.122001658019986,0.178,0.055,1.4166741382899722e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Edil3,8.265739711742193e-16,2.115326890644573,0.149,0.022,1.5765245352205885e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Qpct,3.204924914209763e-39,2.1128169695684735,0.42,0.09,6.112753288872281e-35,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pak3,1.6536165880993474e-34,2.112762681483618,0.386,0.086,3.1539429184818852e-30,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lgi2,4.719893384466607e-11,2.1119071574793247,0.14,0.035,9.002252652193159e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ppp1r14c,2.0364316910493614e-55,2.1092929721512728,0.637,0.198,3.884086164338447e-51,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Trp53i11,1.0233335393666489e-23,2.108506503003521,0.239,0.042,1.9518040596340096e-19,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Col11a1,3.452009572556221e-36,2.1059970193663675,0.53,0.192,6.58401785773648e-32,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Phtf2,3.378355965075765e-21,2.1044908404714944,0.287,0.08,6.443538332189007e-17,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
B4galnt1,6.008518357344793e-16,2.103693565134682,0.167,0.031,1.1460047062963723e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhac2,2.898679991975338e-9,2.1003350934906053,0.104,0.022,5.528652348694562e-5,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lypd6,1.2094834146895764e-16,2.094730856781722,0.262,0.086,2.306847716837429e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Dnm1,6.976128621913376e-22,2.094363626132795,0.253,0.056,1.3305570120575382e-17,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Raph1,1.7849523472659312e-19,2.0917438595075053,0.262,0.07,3.4044396119403105e-15,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cdh6,4.097448766806419e-22,2.0887561623040627,0.336,0.108,7.815064032929883e-18,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rasl11a,1.2254469169090871e-33,2.0881003252264927,0.573,0.252,2.3372949046207018e-29,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Gpr85,1.1684677069846277e-20,2.0880376632993607,0.269,0.07,2.22861845753178e-16,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Gnb4,2.2979202398516512e-37,2.087758100884505,0.442,0.112,4.3828232734690546e-33,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tmem179,4.37509051409905e-10,2.086320137591497,0.115,0.025,8.344610137541117e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sh3gl3,5.396351799544528e-43,2.080592051397083,0.451,0.097,1.0292461787271278e-38,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Fblim1,2.3011435977433897e-14,2.0800899777740014,0.181,0.043,4.388971183975967e-10,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Zfp811,2.0934889408518386e-10,2.075578506446586,0.12,0.027,3.992911456886712e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Armh4,1.3042629372931752e-35,2.071908439070529,0.402,0.093,2.487620700299273e-31,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Agap1,1.1211531734729477e-68,2.070443220830239,0.77,0.282,2.138375447764953e-64,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Zfp358,1.3109321619375786e-12,2.0685774970688846,0.151,0.035,2.5003409124635436e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ascl1,9.924199446344958e-9,2.058507455548253,0.12,0.034,1.892842560401374e-4,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Klf11,7.099570682760266e-18,2.0542118812510717,0.194,0.038,1.3541011163228654e-13,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Dgka,1.7504929576376985e-12,2.0521650566580583,0.248,0.097,3.338715218102383e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Rarb,1.169196747136631e-30,2.047620751686823,0.384,0.104,2.2300089558136964e-26,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tnfaip3,3.332708162286151e-9,2.0459338653674557,0.135,0.041,6.356474277928375e-5,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cdkn2b,2.4891037612289052e-26,2.041655743619031,0.262,0.045,4.747467603791891e-22,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb4,3.1989931378367676e-12,2.036606353258583,0.163,0.042,6.101439611796067e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Mtmr7,4.3310700154872676e-8,2.0334459647607672,0.108,0.029,8.260649840538865e-4,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
C77080,8.923728741061088e-10,2.0253217716008494,0.115,0.027,1.7020227827825812e-5,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Lin7a,9.215788736649815e-21,2.023804974274018,0.228,0.046,1.7577273857412193e-16,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Cnih3,3.800248524352945e-12,2.0233766096332206,0.102,0.013,7.248214010498372e-8,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Disp2,3.099150739351326e-11,2.023368458523512,0.144,0.036,5.911010205164785e-7,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Unc5b,5.5237112875131195e-11,2.0121864241897534,0.122,0.025,1.0535374538673774e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Ust,2.2482515280825615e-27,2.004801869814664,0.298,0.06,4.2880901395118696e-23,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Zfp697,8.324956607972537e-16,1.9953513424767624,0.246,0.079,1.587818973838602e-11,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Olfml2a,1.4361058023498285e-4,1.9918644052419667,0.106,0.049,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dusp10,5.455778519258443e-17,1.9897180250682984,0.244,0.07,1.0405806369781629e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Glce,3.824971508142579e-16,1.9878447246413322,0.219,0.059,7.295368157480341e-12,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Pcdhb3,2.743666045053677e-31,1.9806607187686711,0.325,0.06,5.232994247730878e-27,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Prkcq,5.288991292064873e-11,1.9801176116974473,0.104,0.017,1.0087693091355332e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Sh3kbp1,4.2309064898450965e-36,1.974748586290682,0.415,0.095,8.069607948081553e-32,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
Tcim,2.3192588711563192e-10,1.9733271875075356,0.142,0.039,4.423522444956447e-6,Neopl-ACR_vs_Astrocyte-R,Neopl-ACR
